season,year,country,total_contingent,total_medal,total_gold,total_silver,total_bronze
Winter,1976,Liechtenstein,9,2,0,0,2
Winter,1976,Belgium,4,0,0,0,0
Winter,1976,Australia,8,0,0,0,0
Winter,1976,Chile,5,0,0,0,0
Winter,1976,Taiwan,6,0,0,0,0
Winter,1976,Argentina,8,0,0,0,0
Winter,1976,Spain,4,0,0,0,0
Winter,1976,Iceland,8,0,0,0,0
Winter,1976,Iran,4,0,0,0,0
Winter,1976,Greece,4,0,0,0,0
Winter,1976,South Korea,3,0,0,0,0
Winter,1976,Lebanon,1,0,0,0,0
Winter,1976,Hungary,3,0,0,0,0
Winter,1980,Finland,52,9,1,5,3
Winter,1980,Germany,133,28,9,9,10
Winter,1980,Argentina,13,0,0,0,0
Winter,1980,Norway,63,10,1,3,6
Winter,1980,USA,101,12,6,4,2
Winter,1980,Sweden,61,4,3,0,1
Winter,1980,Japan,50,1,0,1,0
Winter,1980,Russia,86,22,10,6,6
Winter,1980,Australia,9,0,0,0,0
Winter,1980,Switzerland,44,5,1,1,3
Winter,1980,Canada,59,2,0,1,1
Winter,1980,Bulgaria,8,1,0,0,1
Winter,1980,Romania,35,0,0,0,0
Winter,1980,New Zealand,5,0,0,0,0
Winter,1980,Cyprus,3,0,0,0,0
Winter,1980,Greece,3,0,0,0,0
Winter,1980,Bolivia,3,0,0,0,0
Winter,1980,France,22,1,0,0,1
Winter,1980,Italy,46,2,0,2,0
Winter,1980,China,24,0,0,0,0
Winter,1980,UK,48,1,1,0,0
Winter,1980,Czech Republic,41,1,0,0,1
Winter,1980,Serbia,15,0,0,0,0
Winter,1980,Austria,43,7,3,2,2
Winter,1980,Netherlands,29,4,1,2,1
Winter,1980,Poland,30,0,0,0,0
Winter,1980,Mongolia,3,0,0,0,0
Winter,1980,Spain,8,0,0,0,0
Winter,1980,Andorra,3,0,0,0,0
Winter,1980,Liechtenstein,7,4,2,2,0
Winter,1980,Lebanon,3,0,0,0,0
Winter,1980,South Korea,10,0,0,0,0
Winter,1980,Iceland,6,0,0,0,0
Winter,1980,Costa Rica,1,0,0,0,0
Winter,1980,Belgium,2,0,0,0,0
Winter,1980,Hungary,2,1,0,1,0
Winter,1984,Norway,58,9,3,2,4
Winter,1984,Poland,30,0,0,0,0
Winter,1984,Sweden,60,8,4,2,2
Winter,1984,USA,107,8,4,4,0
Winter,1984,Germany,140,28,11,10,7
Winter,1984,Morocco,4,0,0,0,0
Winter,1984,Russia,99,25,6,10,9
Winter,1984,Australia,10,0,0,0,0
Winter,1984,Switzerland,42,5,2,2,1
Winter,1984,Canada,67,4,2,1,1
Winter,1984,Argentina,18,0,0,0,0
Winter,1984,Italy,74,2,2,0,0
Winter,1984,Romania,19,0,0,0,0
Winter,1984,Cyprus,5,0,0,0,0
Winter,1984,Greece,6,0,0,0,0
Winter,1984,Iceland,5,0,0,0,0
Winter,1984,Bulgaria,16,0,0,0,0
Winter,1984,France,32,3,0,1,2
Winter,1984,Lebanon,4,0,0,0,0
Winter,1984,South Korea,15,0,0,0,0
Winter,1984,Serbia,72,1,0,1,0
Winter,1984,China,37,0,0,0,0
Winter,1984,UK,50,1,1,0,0
Winter,1984,Czech Republic,50,6,0,2,4
Winter,1984,Bolivia,3,0,0,0,0
Winter,1984,Turkey,7,0,0,0,0
Winter,1984,San Marino,3,0,0,0,0
Winter,1984,Netherlands,13,0,0,0,0
Winter,1984,Costa Rica,3,0,0,0,0
Winter,1984,Taiwan,12,0,0,0,0
Winter,1984,Japan,39,1,0,1,0
Winter,1984,Austria,65,1,0,0,1
Winter,1984,Belgium,4,0,0,0,0
Winter,1984,Mongolia,4,0,0,0,0
Winter,1984,Egypt,1,0,0,0,0
Winter,1984,Hungary,9,0,0,0,0
Winter,1984,Spain,12,0,0,0,0
Winter,1984,Chile,4,0,0,0,0
Winter,1984,"Virgin Islands, British",1,0,0,0,0
Winter,1984,Liechtenstein,10,2,0,0,2
Winter,1984,New Zealand,6,0,0,0,0
Winter,1984,Senegal,1,0,0,0,0
Winter,1984,North Korea,6,0,0,0,0
Winter,1984,Finland,45,13,4,3,6
Winter,1984,Monaco,1,0,0,0,0
Winter,1984,Andorra,2,0,0,0,0
Winter,1984,Puerto Rico,1,0,0,0,0
Winter,1984,Mexico,1,0,0,0,0
Winter,1988,Netherlands,11,7,3,2,2
Winter,1988,Japan,48,1,0,0,1
Winter,1988,"Virgin Islands, US",6,0,0,0,0
Winter,1988,Spain,12,0,0,0,0
Winter,1988,Norway,63,5,0,3,2
Winter,1988,Switzerland,70,15,5,5,5
Winter,1988,Poland,32,0,0,0,0
Winter,1988,Germany,143,33,11,14,8
Winter,1988,Sweden,67,6,4,0,2
Winter,1988,Morocco,3,0,0,0,0
Winter,1988,Italy,58,5,2,1,2
Winter,1988,Russia,101,29,11,9,9
Winter,1988,Bulgaria,27,0,0,0,0
Winter,1988,USA,117,6,2,1,3
Winter,1988,France,68,2,1,0,1
Winter,1988,Mexico,11,0,0,0,0
Winter,1988,Greece,6,0,0,0,0
Winter,1988,Romania,11,0,0,0,0
Winter,1988,Austria,81,10,3,5,2
Winter,1988,Bolivia,6,0,0,0,0
Winter,1988,Puerto Rico,9,0,0,0,0
Winter,1988,Argentina,15,0,0,0,0
Winter,1988,Cyprus,3,0,0,0,0
Winter,1988,UK,48,0,0,0,0
Winter,1988,South Korea,22,0,0,0,0
Winter,1988,Czech Republic,59,3,0,1,2
Winter,1988,Guam,1,0,0,0,0
Winter,1988,Liechtenstein,13,1,0,0,1
Winter,1988,Canada,112,5,0,2,3
Winter,1988,Serbia,22,3,0,2,1
Winter,1988,Portugal,5,0,0,0,0
Winter,1988,Monaco,3,0,0,0,0
Winter,1988,Australia,19,0,0,0,0
Winter,1988,Turkey,8,0,0,0,0
Winter,1988,Finland,53,7,4,1,2
Winter,1988,Guatemala,6,0,0,0,0
Winter,1988,San Marino,5,0,0,0,0
Winter,1988,Curacao,2,0,0,0,0
Winter,1988,Taiwan,13,0,0,0,0
Winter,1988,New Zealand,9,0,0,0,0
Winter,1988,Mongolia,3,0,0,0,0
Winter,1988,India,3,0,0,0,0
Winter,1988,Denmark,1,0,0,0,0
Winter,1988,Hungary,5,0,0,0,0
Winter,1988,Andorra,4,0,0,0,0
Winter,1988,Luxembourg,1,0,0,0,0
Winter,1988,North Korea,6,0,0,0,0
Winter,1988,Jamaica,4,0,0,0,0
Winter,1988,Iceland,3,0,0,0,0
Winter,1988,China,13,0,0,0,0
Winter,1988,Costa Rica,2,0,0,0,0
Winter,1988,Chile,5,0,0,0,0
Winter,1988,Lebanon,4,0,0,0,0
Winter,1988,Philippines,1,0,0,0,0
Winter,1988,Belgium,1,0,0,0,0
Winter,1988,Fiji,1,0,0,0,0
Winter,1992,Netherlands,19,4,1,1,2
Winter,1992,USA,148,11,5,4,2
Winter,1992,Norway,79,17,7,5,5
Winter,1992,Japan,60,7,1,2,4
Winter,1992,Sweden,73,4,1,0,3
Winter,1992,"Virgin Islands, US",12,0,0,0,0
Winter,1992,Lebanon,4,0,0,0,0
Winter,1992,Poland,53,0,0,0,0
Winter,1992,Switzerland,74,3,1,0,2
Winter,1992,Czech Republic,74,3,0,0,3
Winter,1992,Germany,111,26,10,10,6
Winter,1992,South Korea,23,4,2,1,1
Winter,1992,Morocco,12,0,0,0,0
Winter,1992,Italy,107,14,4,6,4
Winter,1992,Argentina,20,0,0,0,0
Winter,1992,Bulgaria,30,0,0,0,0
Winter,1992,Russia,129,23,9,6,8
Winter,1992,France,109,9,3,5,1
Winter,1992,Canada,108,7,2,3,2
Winter,1992,Mongolia,4,0,0,0,0
Winter,1992,Mexico,20,0,0,0,0
Winter,1992,Puerto Rico,6,0,0,0,0
Winter,1992,Greece,8,0,0,0,0
Winter,1992,Latvia,23,0,0,0,0
Winter,1992,Romania,23,0,0,0,0
Winter,1992,Brazil,7,0,0,0,0
Winter,1992,Austria,58,21,6,7,8
Winter,1992,Bolivia,5,0,0,0,0
Winter,1992,Cyprus,4,0,0,0,0
Winter,1992,UK,49,0,0,0,0
Winter,1992,Serbia,25,0,0,0,0
Winter,1992,Hungary,24,0,0,0,0
Winter,1992,Slovenia,27,0,0,0,0
Winter,1992,Monaco,5,0,0,0,0
Winter,1992,Denmark,6,0,0,0,0
Winter,1992,Turkey,8,0,0,0,0
Winter,1992,Iceland,5,0,0,0,0
Winter,1992,Belgium,5,0,0,0,0
Winter,1992,Finland,62,7,3,1,3
Winter,1992,Spain,17,1,0,0,1
Winter,1992,Algeria,4,0,0,0,0
Winter,1992,Liechtenstein,7,0,0,0,0
Winter,1992,Australia,22,0,0,0,0
Winter,1992,Curacao,2,0,0,0,0
Winter,1992,Taiwan,8,0,0,0,0
Winter,1992,North Korea,20,1,0,0,1
Winter,1992,China,32,3,0,3,0
Winter,1992,Costa Rica,4,0,0,0,0
Winter,1992,India,2,0,0,0,0
Winter,1992,Croatia,4,0,0,0,0
Winter,1992,New Zealand,6,1,0,1,0
Winter,1992,Lithuania,6,0,0,0,0
Winter,1992,San Marino,3,0,0,0,0
Winter,1992,Andorra,5,0,0,0,0
Winter,1992,Swaziland,1,0,0,0,0
Winter,1992,Luxembourg,1,2,0,2,0
Winter,1992,Senegal,2,0,0,0,0
Winter,1992,Jamaica,5,0,0,0,0
Winter,1992,Estonia,19,0,0,0,0
Winter,1992,Chile,5,0,0,0,0
Winter,1992,Ireland,4,0,0,0,0
Winter,1992,Honduras,1,0,0,0,0
Winter,1992,Bermuda,1,0,0,0,0
Winter,1992,Philippines,1,0,0,0,0
Winter,1994,Netherlands,21,4,0,1,3
Winter,1994,USA,148,13,6,5,2
Winter,1994,Finland,61,6,0,1,5
Winter,1994,Norway,87,23,8,10,5
Winter,1994,Japan,59,5,1,2,2
Winter,1994,"Virgin Islands, US",8,0,0,0,0
Winter,1994,Georgia,5,0,0,0,0
Winter,1994,Russia,113,23,11,8,4
Winter,1994,Bulgaria,17,0,0,0,0
Winter,1994,Germany,112,24,9,7,8
Winter,1994,Switzerland,59,9,3,4,2
Winter,1994,Czech Republic,63,0,0,0,0
Winter,1994,France,98,5,0,1,4
Winter,1994,South Korea,21,6,4,1,1
Winter,1994,Italy,104,20,7,5,8
Winter,1994,Denmark,4,0,0,0,0
Winter,1994,Sweden,84,3,2,1,0
Winter,1994,Armenia,2,0,0,0,0
Winter,1994,Estonia,26,0,0,0,0
Winter,1994,Puerto Rico,5,0,0,0,0
Winter,1994,Greece,9,0,0,0,0
Winter,1994,Spain,13,0,0,0,0
Winter,1994,Romania,23,0,0,0,0
Winter,1994,Iceland,5,0,0,0,0
Winter,1994,Latvia,27,0,0,0,0
Winter,1994,Austria,80,9,2,3,4
Winter,1994,Canada,95,13,3,6,4
Winter,1994,Bosnia and Herzegovina,10,0,0,0,0
Winter,1994,Slovakia,42,0,0,0,0
Winter,1994,Ukraine,37,2,1,0,1
Winter,1994,Kazakhstan,29,3,1,2,0
Winter,1994,Australia,25,1,0,0,1
Winter,1994,Mongolia,1,0,0,0,0
Winter,1994,Argentina,10,0,0,0,0
Winter,1994,UK,32,2,0,0,2
Winter,1994,Hungary,16,0,0,0,0
Winter,1994,Monaco,5,0,0,0,0
Winter,1994,Belgium,5,0,0,0,0
Winter,1994,Poland,28,0,0,0,0
Winter,1994,Uzbekistan,7,1,1,0,0
Winter,1994,Liechtenstein,10,0,0,0,0
Winter,1994,Taiwan,2,0,0,0,0
Winter,1994,China,24,3,0,1,2
Winter,1994,New Zealand,7,0,0,0,0
Winter,1994,San Marino,3,0,0,0,0
Winter,1994,Belarus,33,2,0,2,0
Winter,1994,Slovenia,22,3,0,0,3
Winter,1994,Lithuania,6,0,0,0,0
Winter,1994,Andorra,6,0,0,0,0
Winter,1994,Cyprus,1,0,0,0,0
Winter,1994,Moldova,2,0,0,0,0
Winter,1994,Luxembourg,1,0,0,0,0
Winter,1994,Senegal,1,0,0,0,0
Winter,1994,Trinidad,2,0,0,0,0
Winter,1994,American Samoa,2,0,0,0,0
Winter,1994,Chile,3,0,0,0,0
Winter,1994,Portugal,1,0,0,0,0
Winter,1994,South Africa,2,0,0,0,0
Winter,1994,Brazil,1,0,0,0,0
Winter,1994,Croatia,3,0,0,0,0
Winter,1994,Bermuda,1,0,0,0,0
Winter,1994,Fiji,1,0,0,0,0
Winter,1994,Kyrgyzstan,1,0,0,0,0
Winter,1994,Israel,1,0,0,0,0
Winter,1994,Jamaica,4,0,0,0,0
Winter,1994,Mexico,1,0,0,0,0
Winter,1994,Turkey,1,0,0,0,0
Winter,1998,Norway,75,22,8,9,5
Winter,1998,Estonia,20,0,0,0,0
Winter,1998,"Virgin Islands, US",7,0,0,0,0
Winter,1998,France,106,8,2,1,5
Winter,1998,Latvia,29,0,0,0,0
Winter,1998,Georgia,4,0,0,0,0
Winter,1998,Poland,39,0,0,0,0
Winter,1998,Switzerland,69,7,2,2,3
Winter,1998,Germany,125,29,12,9,8
Winter,1998,Czech Republic,61,3,1,1,1
Winter,1998,Sweden,99,3,0,2,1
Winter,1998,South Korea,37,6,3,1,2
Winter,1998,Finland,85,12,2,4,6
Winter,1998,Russia,122,18,9,6,3
Winter,1998,Turkey,1,0,0,0,0
Winter,1998,Italy,113,10,2,6,2
Winter,1998,USA,186,13,6,3,4
Winter,1998,Belarus,59,2,0,0,2
Winter,1998,UK,34,1,0,0,1
Winter,1998,Puerto Rico,6,0,0,0,0
Winter,1998,Japan,156,10,5,1,4
Winter,1998,China,57,8,0,6,2
Winter,1998,Greece,13,0,0,0,0
Winter,1998,Canada,144,15,6,5,4
Winter,1998,Spain,12,0,0,0,0
Winter,1998,Azerbaijan,4,0,0,0,0
Winter,1998,Romania,16,0,0,0,0
Winter,1998,Kazakhstan,60,2,0,0,2
Winter,1998,Brazil,1,0,0,0,0
Winter,1998,Austria,96,17,3,5,9
Winter,1998,Iceland,7,0,0,0,0
Winter,1998,Ukraine,56,1,0,1,0
Winter,1998,Slovakia,37,0,0,0,0
Winter,1998,Hungary,17,0,0,0,0
Winter,1998,Australia,23,1,0,0,1
Winter,1998,Lithuania,7,0,0,0,0
Winter,1998,Bulgaria,19,1,1,0,0
Winter,1998,Mongolia,3,0,0,0,0
Winter,1998,Bosnia and Herzegovina,8,0,0,0,0
Winter,1998,New Zealand,8,0,0,0,0
Winter,1998,Monaco,4,0,0,0,0
Winter,1998,Denmark,12,1,0,1,0
Winter,1998,Venezuela,1,0,0,0,0
Winter,1998,Kenya,1,0,0,0,0
Winter,1998,Slovenia,34,0,0,0,0
Winter,1998,Netherlands,22,11,5,4,2
Winter,1998,Liechtenstein,8,0,0,0,0
Winter,1998,Moldova,2,0,0,0,0
Winter,1998,Argentina,2,0,0,0,0
Winter,1998,Israel,3,0,0,0,0
Winter,1998,Taiwan,7,0,0,0,0
Winter,1998,Uzbekistan,4,0,0,0,0
Winter,1998,Armenia,7,0,0,0,0
Winter,1998,Macedonia,3,0,0,0,0
Winter,1998,Ireland,6,0,0,0,0
Winter,1998,Serbia,2,0,0,0,0
Winter,1998,Andorra,3,0,0,0,0
Winter,1998,Croatia,6,0,0,0,0
Winter,1998,Chile,3,0,0,0,0
Winter,1998,North Korea,8,0,0,0,0
Winter,1998,Jamaica,6,0,0,0,0
Winter,1998,Trinidad,2,0,0,0,0
Winter,1998,South Africa,2,0,0,0,0
Winter,1998,Uruguay,1,0,0,0,0
Winter,1998,India,1,0,0,0,0
Winter,1998,Portugal,2,0,0,0,0
Winter,1998,Luxembourg,1,0,0,0,0
Winter,1998,Iran,1,0,0,0,0
Winter,1998,Bermuda,1,0,0,0,0
Winter,1998,Kyrgyzstan,1,0,0,0,0
Winter,1998,Cyprus,1,0,0,0,0
Winter,1998,Belgium,1,1,0,0,1
Winter,2002,Finland,98,7,4,2,1
Winter,2002,Norway,77,24,12,5,7
Winter,2002,Estonia,17,3,1,1,1
Winter,2002,"Virgin Islands, US",8,0,0,0,0
Winter,2002,Ukraine,68,0,0,0,0
Winter,2002,Poland,27,2,0,1,1
Winter,2002,Germany,157,36,12,16,8
Winter,2002,Russia,151,13,5,4,4
Winter,2002,Switzerland,110,11,3,2,6
Winter,2002,UK,49,2,1,0,1
Winter,2002,Kazakhstan,50,0,0,0,0
Winter,2002,Trinidad,3,0,0,0,0
Winter,2002,Sweden,102,7,0,2,5
Winter,2002,France,114,11,4,5,2
Winter,2002,Georgia,4,0,0,0,0
Winter,2002,Turkey,3,0,0,0,0
Winter,2002,USA,202,34,10,13,11
Winter,2002,Canada,150,17,7,3,7
Winter,2002,Austria,90,17,3,4,10
Winter,2002,Armenia,9,0,0,0,0
Winter,2002,South Korea,46,4,2,2,0
Winter,2002,China,68,8,2,2,4
Winter,2002,Belarus,64,1,0,0,1
Winter,2002,Romania,21,0,0,0,0
Winter,2002,Italy,109,13,4,4,5
Winter,2002,Andorra,3,0,0,0,0
Winter,2002,Brazil,10,0,0,0,0
Winter,2002,Argentina,11,0,0,0,0
Winter,2002,Latvia,47,0,0,0,0
Winter,2002,Japan,103,2,0,1,1
Winter,2002,Slovakia,49,0,0,0,0
Winter,2002,Czech Republic,76,3,1,2,0
Winter,2002,Greece,10,0,0,0,0
Winter,2002,Hungary,25,0,0,0,0
Winter,2002,Lithuania,8,0,0,0,0
Winter,2002,Chile,6,0,0,0,0
Winter,2002,Bulgaria,23,3,0,1,2
Winter,2002,Mongolia,4,0,0,0,0
Winter,2002,Australia,25,2,2,0,0
Winter,2002,Bosnia and Herzegovina,2,0,0,0,0
Winter,2002,Netherlands,27,8,3,5,0
Winter,2002,Israel,5,0,0,0,0
Winter,2002,Denmark,11,0,0,0,0
Winter,2002,Iceland,6,0,0,0,0
Winter,2002,Venezuela,4,0,0,0,0
Winter,2002,Kenya,1,0,0,0,0
Winter,2002,Slovenia,40,1,0,0,1
Winter,2002,Jamaica,2,0,0,0,0
Winter,2002,Liechtenstein,8,0,0,0,0
Winter,2002,Moldova,5,0,0,0,0
Winter,2002,Monaco,5,0,0,0,0
Winter,2002,Mexico,3,0,0,0,0
Winter,2002,Taiwan,6,0,0,0,0
Winter,2002,Kyrgyzstan,2,0,0,0,0
Winter,2002,New Zealand,10,0,0,0,0
Winter,2002,Belgium,6,0,0,0,0
Winter,2002,Macedonia,2,0,0,0,0
Winter,2002,Ireland,6,0,0,0,0
Winter,2002,Serbia,6,0,0,0,0
Winter,2002,Croatia,13,4,3,1,0
Winter,2002,Tajikistan,1,0,0,0,0
Winter,2002,Spain,7,0,0,0,0
Winter,2002,Azerbaijan,4,0,0,0,0
Winter,2002,Lebanon,2,0,0,0,0
Winter,2002,San Marino,1,0,0,0,0
Winter,2002,South Africa,1,0,0,0,0
Winter,2002,Iran,2,0,0,0,0
Winter,2002,India,1,0,0,0,0
Winter,2002,Nepal,1,0,0,0,0
Winter,2002,Cyprus,1,0,0,0,0
Winter,2002,Costa Rica,1,0,0,0,0
Winter,2002,Uzbekistan,6,0,0,0,0
Winter,2002,Cameroon,1,0,0,0,0
Winter,2002,Thailand,1,0,0,0,0
Winter,2002,Bermuda,1,0,0,0,0
Winter,2002,Fiji,1,0,0,0,0
Winter,2006,Norway,67,19,2,8,9
Winter,2006,Ukraine,52,2,0,0,2
Winter,2006,Georgia,3,0,0,0,0
Winter,2006,Russia,174,22,8,6,8
Winter,2006,Croatia,23,3,1,2,0
Winter,2006,Germany,155,29,11,12,6
Winter,2006,Canada,191,24,7,10,7
Winter,2006,Switzerland,125,14,5,4,5
Winter,2006,Uzbekistan,4,0,0,0,0
Winter,2006,USA,204,25,9,9,7
Winter,2006,Argentina,9,0,0,0,0
Winter,2006,Finland,90,9,0,6,3
Winter,2006,India,4,0,0,0,0
Winter,2006,UK,39,1,0,1,0
Winter,2006,Kazakhstan,55,0,0,0,0
Winter,2006,Sweden,106,14,7,2,5
Winter,2006,Australia,40,2,1,0,1
Winter,2006,Italy,179,11,5,0,6
Winter,2006,France,82,9,3,2,4
Winter,2006,South Korea,40,11,6,3,2
Winter,2006,China,74,11,2,4,5
Winter,2006,Belarus,28,1,0,1,0
Winter,2006,Japan,110,1,1,0,0
Winter,2006,Latvia,57,1,0,0,1
Winter,2006,Chile,9,0,0,0,0
Winter,2006,Lebanon,3,0,0,0,0
Winter,2006,Romania,25,0,0,0,0
Winter,2006,Andorra,3,0,0,0,0
Winter,2006,Brazil,9,0,0,0,0
Winter,2006,Spain,16,0,0,0,0
Winter,2006,Turkey,6,0,0,0,0
Winter,2006,Armenia,5,0,0,0,0
Winter,2006,Slovakia,58,1,0,1,0
Winter,2006,Czech Republic,83,4,1,2,1
Winter,2006,Slovenia,36,0,0,0,0
Winter,2006,Bulgaria,21,1,0,1,0
Winter,2006,New Zealand,15,0,0,0,0
Winter,2006,Algeria,2,0,0,0,0
Winter,2006,Austria,73,23,9,7,7
Winter,2006,Iceland,5,0,0,0,0
Winter,2006,Poland,45,2,0,1,1
Winter,2006,Kenya,1,0,0,0,0
Winter,2006,Kyrgyzstan,1,0,0,0,0
Winter,2006,Estonia,26,3,3,0,0
Winter,2006,Netherlands,33,9,3,2,4
Winter,2006,South Africa,3,0,0,0,0
Winter,2006,Monaco,4,0,0,0,0
Winter,2006,Moldova,6,0,0,0,0
Winter,2006,Liechtenstein,5,0,0,0,0
Winter,2006,San Marino,1,0,0,0,0
Winter,2006,Israel,5,0,0,0,0
Winter,2006,Ireland,4,0,0,0,0
Winter,2006,Bosnia and Herzegovina,6,0,0,0,0
Winter,2006,Macedonia,3,0,0,0,0
Winter,2006,Hungary,19,0,0,0,0
Winter,2006,Belgium,4,0,0,0,0
Winter,2006,Greece,5,0,0,0,0
Winter,2006,Lithuania,7,0,0,0,0
Winter,2006,Tajikistan,1,0,0,0,0
Winter,2006,Denmark,4,0,0,0,0
Winter,2006,Mongolia,2,0,0,0,0
Winter,2006,Azerbaijan,2,0,0,0,0
Winter,2006,North Korea,6,0,0,0,0
Winter,2006,Venezuela,1,0,0,0,0
Winter,2006,Cyprus,1,0,0,0,0
Winter,2006,Costa Rica,1,0,0,0,0
Winter,2006,Serbia,6,0,0,0,0
Winter,2006,Taiwan,1,0,0,0,0
Winter,2006,Luxembourg,1,0,0,0,0
Winter,2006,Iran,2,0,0,0,0
Winter,2006,Thailand,1,0,0,0,0
Winter,2006,Madagascar,1,0,0,0,0
Winter,2006,Senegal,1,0,0,0,0
Winter,2006,Nepal,1,0,0,0,0
Winter,2006,Portugal,1,0,0,0,0
Winter,2006,Bermuda,1,0,0,0,0
Winter,2006,Ethiopia,1,0,0,0,0
Winter,2006,Albania,1,0,0,0,0
Winter,2010,Pakistan,1,0,0,0,0
Winter,2010,USA,212,37,9,15,13
Winter,2010,Ukraine,45,0,0,0,0
Winter,2010,Georgia,6,0,0,0,0
Winter,2010,Belarus,47,3,1,1,1
Winter,2010,Russia,175,15,3,5,7
Winter,2010,Lebanon,3,0,0,0,0
Winter,2010,Canada,201,26,14,7,5
Winter,2010,Germany,149,30,10,13,7
Winter,2010,Finland,91,5,0,1,4
Winter,2010,UK,52,1,1,0,0
Winter,2010,Denmark,17,0,0,0,0
Winter,2010,Bulgaria,19,0,0,0,0
Winter,2010,Sweden,101,11,5,2,4
Winter,2010,Australia,40,3,2,1,0
Winter,2010,Switzerland,134,9,6,0,3
Winter,2010,France,104,11,2,3,6
Winter,2010,South Korea,45,14,6,6,2
Winter,2010,Norway,95,23,9,8,6
Winter,2010,Japan,91,5,0,3,2
Winter,2010,Romania,28,0,0,0,0
Winter,2010,Italy,109,5,1,1,3
Winter,2010,Latvia,53,2,0,2,0
Winter,2010,Azerbaijan,2,0,0,0,0
Winter,2010,Kazakhstan,37,1,0,1,0
Winter,2010,Turkey,5,0,0,0,0
Winter,2010,Morocco,1,0,0,0,0
Winter,2010,Slovakia,68,3,1,1,1
Winter,2010,Czech Republic,90,6,2,0,4
Winter,2010,Moldova,7,0,0,0,0
Winter,2010,Chile,3,0,0,0,0
Winter,2010,Ireland,6,0,0,0,0
Winter,2010,Slovenia,47,3,0,2,1
Winter,2010,Austria,75,16,4,6,6
Winter,2010,Hungary,15,0,0,0,0
Winter,2010,Poland,46,6,1,3,2
Winter,2010,Iceland,4,0,0,0,0
Winter,2010,Netherlands,32,8,4,1,3
Winter,2010,New Zealand,16,0,0,0,0
Winter,2010,Croatia,19,3,0,2,1
Winter,2010,Liechtenstein,4,0,0,0,0
Winter,2010,China,87,11,5,2,4
Winter,2010,Peru,3,0,0,0,0
Winter,2010,San Marino,1,0,0,0,0
Winter,2010,Spain,18,0,0,0,0
Winter,2010,Brazil,5,0,0,0,0
Winter,2010,Monaco,3,0,0,0,0
Winter,2010,Macedonia,3,0,0,0,0
Winter,2010,Greece,7,0,0,0,0
Winter,2010,Colombia,1,0,0,0,0
Winter,2010,Tajikistan,1,0,0,0,0
Winter,2010,Estonia,30,1,0,1,0
Winter,2010,Mongolia,2,0,0,0,0
Winter,2010,Serbia,10,0,0,0,0
Winter,2010,Argentina,7,0,0,0,0
Winter,2010,Uzbekistan,3,0,0,0,0
Winter,2010,Andorra,6,0,0,0,0
Winter,2010,Belgium,8,0,0,0,0
Winter,2010,Iran,4,0,0,0,0
Winter,2010,Bosnia and Herzegovina,5,0,0,0,0
Winter,2010,Jamaica,1,0,0,0,0
Winter,2010,India,3,0,0,0,0
Winter,2010,Armenia,4,0,0,0,0
Winter,2010,Algeria,1,0,0,0,0
Winter,2010,North Korea,2,0,0,0,0
Winter,2010,Montenegro,1,0,0,0,0
Winter,2010,South Africa,2,0,0,0,0
Winter,2010,Taiwan,1,0,0,0,0
Winter,2010,Bermuda,1,0,0,0,0
Winter,2010,Ghana,1,0,0,0,0
Winter,2010,Lithuania,6,0,0,0,0
Winter,2010,Cyprus,2,0,0,0,0
Winter,2010,Israel,3,0,0,0,0
Winter,2010,Kyrgyzstan,2,0,0,0,0
Winter,2010,Senegal,1,0,0,0,0
Winter,2010,Nepal,1,0,0,0,0
Winter,2010,Portugal,1,0,0,0,0
Winter,2010,Ethiopia,1,0,0,0,0
Winter,2010,Albania,1,0,0,0,0
Winter,2010,Cayman Islands,1,0,0,0,0
Winter,2010,Mexico,1,0,0,0,0
Winter,2014,Finland,99,5,1,3,1
Winter,2014,Iran,5,0,0,0,0
Winter,2014,USA,222,28,9,7,12
Winter,2014,Latvia,56,4,0,2,2
Winter,2014,Georgia,4,0,0,0,0
Winter,2014,Ukraine,42,2,1,0,1
Winter,2014,Belarus,26,6,5,0,1
Winter,2014,Romania,22,0,0,0,0
Winter,2014,Japan,109,8,1,4,3
Winter,2014,UK,53,4,1,1,2
Winter,2014,France,107,15,4,4,7
Winter,2014,Switzerland,152,11,6,3,2
Winter,2014,Belgium,7,0,0,0,0
Winter,2014,Togo,2,0,0,0,0
Winter,2014,Turkey,6,0,0,0,0
Winter,2014,Canada,217,25,10,10,5
Winter,2014,Italy,110,8,0,2,6
Winter,2014,Kazakhstan,50,1,0,0,1
Winter,2014,Monaco,5,0,0,0,0
Winter,2014,Sweden,99,15,2,7,6
Winter,2014,Australia,60,3,0,2,1
Winter,2014,Russia,213,33,13,11,9
Winter,2014,Germany,151,19,8,6,5
Winter,2014,Austria,126,17,4,8,5
Winter,2014,Bulgaria,18,0,0,0,0
Winter,2014,Greece,7,0,0,0,0
Winter,2014,Poland,58,6,4,1,1
Winter,2014,Lithuania,9,0,0,0,0
Winter,2014,Iceland,5,0,0,0,0
Winter,2014,Norway,110,26,11,5,10
Winter,2014,China,63,9,3,4,2
Winter,2014,Slovakia,62,1,1,0,0
Winter,2014,Czech Republic,87,8,2,4,2
Winter,2014,Tonga,1,0,0,0,0
Winter,2014,Argentina,7,0,0,0,0
Winter,2014,Chile,6,0,0,0,0
Winter,2014,New Zealand,14,0,0,0,0
Winter,2014,Slovenia,58,8,2,2,4
